Gene stable ID	Gene stable ID version	Gene name	Gene Synonym	Gene type	Chromosome/scaffold name
ENSGALG00000037769	ENSGALG00000037769.2	NEBL	LASP-2	protein_coding	2
ENSGALG00000031565	ENSGALG00000031565.2	NEBL	LASP-2	protein_coding	2
ENSGALG00000034250	ENSGALG00000034250.3	HS6ST2	HS6ST-2	protein_coding	4
ENSGALG00000039200	ENSGALG00000039200.2	AXIN2	axin-2	protein_coding	18
ENSGALG00000007582	ENSGALG00000007582.6	DPYSL3	CRMP4A	protein_coding	13
ENSGALG00000007582	ENSGALG00000007582.6	DPYSL3	CRMP4B	protein_coding	13
ENSGALG00000000227	ENSGALG00000000227.7	DPYSL2	CRMP2A	protein_coding	22
ENSGALG00000041203	ENSGALG00000041203.3	CRMP1	CRMP1B	protein_coding	4
ENSGALG00000031120	ENSGALG00000031120.3	HNRNPH2	HNRNPH1	protein_coding	13
ENSGALG00000031120	ENSGALG00000031120.3	HNRNPH2	HNRPH1	protein_coding	13
ENSGALG00000043035	ENSGALG00000043035.3	SHISA2	SHISA	protein_coding	1
ENSGALG00000043035	ENSGALG00000043035.3	SHISA2	TMEM46	protein_coding	1
ENSGALG00000040249	ENSGALG00000040249.3	BHLHE22	BETA3	protein_coding	2
ENSGALG00000005718	ENSGALG00000005718.3	BHLHE23	BHLHB4	protein_coding	20
ENSGALG00000041123	ENSGALG00000041123.2	DSTYK	RIPK5	protein_coding	26
ENSGALG00000001954	ENSGALG00000001954.6	APTX	FHA-HIT	protein_coding	Z
ENSGALG00000000120	ENSGALG00000000120.6	BMP10	BMP-10	protein_coding	22
ENSGALG00000041346	ENSGALG00000041346.3	CXCL12	SDF1	protein_coding	6
ENSGALG00000035079	ENSGALG00000035079.3	RPSAP58	37LRP	protein_coding	2
ENSGALG00000035079	ENSGALG00000035079.3	RPSAP58	67LR	protein_coding	2
ENSGALG00000035079	ENSGALG00000035079.3	RPSAP58	DMRT1	protein_coding	2
ENSGALG00000035079	ENSGALG00000035079.3	RPSAP58	lamR	protein_coding	2
ENSGALG00000035079	ENSGALG00000035079.3	RPSAP58	LBP/p40	protein_coding	2
ENSGALG00000035079	ENSGALG00000035079.3	RPSAP58	LRP/LR	protein_coding	2
ENSGALG00000035079	ENSGALG00000035079.3	RPSAP58	RPSA	protein_coding	2
ENSGALG00000005063	ENSGALG00000005063.6	ST6GALNAC4	ST6GALNAC-IV	protein_coding	17
ENSGALG00000015808	ENSGALG00000015808.7	SLC35A1	CMP	protein_coding	3
ENSGALG00000035057	ENSGALG00000035057.3	SLC35B1	ERNST1	protein_coding	27
ENSGALG00000005499	ENSGALG00000005499.6	IL17RD	SEF	protein_coding	12
ENSGALG00000008585	ENSGALG00000008585.6	SMC3	CSPG6	protein_coding	6
ENSGALG00000009553	ENSGALG00000009553.7	SMC4	SMC4L1	protein_coding	9
ENSGALG00000001573	ENSGALG00000001573.6	P2RX1	P2X1	protein_coding	19
ENSGALG00000030871	ENSGALG00000030871.2	BCL2L10	NR13	protein_coding	10
ENSGALG00000002548	ENSGALG00000002548.7	TLN1	talin-1	protein_coding	Z
ENSGALG00000029940	ENSGALG00000029940.2	IL1B	IL-1BETA	protein_coding	22
ENSGALG00000029940	ENSGALG00000029940.2	IL1B	IL1beta	protein_coding	22
ENSGALG00000015018	ENSGALG00000015018.6	CASQ2	calsequestrin-2	protein_coding	1
ENSGALG00000015018	ENSGALG00000015018.6	CASQ2	CASQ1	protein_coding	1
ENSGALG00000005638	ENSGALG00000005638.6	IL2RG	chCD132	protein_coding	4
ENSGALG00000006045	ENSGALG00000006045.6	SH3GL3	SH3P13	protein_coding	10
ENSGALG00000001121	ENSGALG00000001121.6	SH3GL1	SH3P8	protein_coding	28
ENSGALG00000015096	ENSGALG00000015096.7	SH3GL2	SH3P4	protein_coding	Z
ENSGALG00000013602	ENSGALG00000013602.6	PCM1	PCM-1	protein_coding	4
ENSGALG00000005038	ENSGALG00000005038.7	CENPI	CENP-I	protein_coding	4
ENSGALG00000005038	ENSGALG00000005038.7	CENPI	FSHPRH1	protein_coding	4
ENSGALG00000009594	ENSGALG00000009594.6	RARRES1	OCX32	protein_coding	9
ENSGALG00000037935	ENSGALG00000037935.3	RARA	RAR-ALPHA1	protein_coding	27
ENSGALG00000005099	ENSGALG00000005099.6	ORM1	OGCHI	protein_coding	17
ENSGALG00000038059	ENSGALG00000038059.2	NR1H3	LXR	protein_coding	5
ENSGALG00000038059	ENSGALG00000038059.2	NR1H3	LXRA	protein_coding	5
ENSGALG00000038385	ENSGALG00000038385.3	MTFR1	CHPPR	protein_coding	2
ENSGALG00000009448	ENSGALG00000009448.6	IFRD1	IFR1	protein_coding	1
ENSGALG00000023120	ENSGALG00000023120.4	SULT1B1	ST1B1	protein_coding	4
ENSGALG00000023120	ENSGALG00000023120.4	SULT1B1	SULT1B	protein_coding	4
ENSGALG00000000243	ENSGALG00000000243.6	RDM1	RAD52B	protein_coding	27
ENSGALG00000006480	ENSGALG00000006480.5	TCF7	TCF1	protein_coding	13
ENSGALG00000008684	ENSGALG00000008684.7	EIF4A2	EIF4A1	protein_coding	9
ENSGALG00000008684	ENSGALG00000008684.7	EIF4A2	EIF4AII	protein_coding	9
ENSGALG00000016053	ENSGALG00000016053.4	DYRK1A	MNB	protein_coding	1
ENSGALG00000003473	ENSGALG00000003473.6	SFRP1	CSFRP1	protein_coding	22
ENSGALG00000005503	ENSGALG00000005503.5	WFDC1	PS20	protein_coding	11
ENSGALG00000034621	ENSGALG00000034621.2	KCNIP4	KCHIP4.2	protein_coding	4
ENSGALG00000011404	ENSGALG00000011404.5	HOPX	OB1	protein_coding	4
ENSGALG00000014877	ENSGALG00000014877.6	EMB	ZOV3	protein_coding	Z
ENSGALG00000030291	ENSGALG00000030291.2	IRF9	IRF10	protein_coding	20
ENSGALG00000038848	ENSGALG00000038848.3	MSX2	HOX-8	protein_coding	13
ENSGALG00000038848	ENSGALG00000038848.3	MSX2	Msx-2	protein_coding	13
ENSGALG00000037301	ENSGALG00000037301.3	ACVR1	ALK2	protein_coding	7
ENSGALG00000037301	ENSGALG00000037301.3	ACVR1	ATVR1	protein_coding	7
ENSGALG00000036001	ENSGALG00000036001.2	SMAD2Z	MADH2	protein_coding	Z
ENSGALG00000036001	ENSGALG00000036001.2	SMAD2Z	SMAD2	protein_coding	Z
ENSGALG00000001645	ENSGALG00000001645.7	KCNT1	SLACK	protein_coding	17
ENSGALG00000026467	ENSGALG00000026467.2	MESP1	CMESO-1	protein_coding	10
ENSGALG00000026467	ENSGALG00000026467.2	MESP1	CMESO1	protein_coding	10
ENSGALG00000016500	ENSGALG00000016500.6	FKBP1B	FKBP12.6	protein_coding	3
ENSGALG00000016558	ENSGALG00000016558.7	VEGFD	FIGF	protein_coding	1
ENSGALG00000010927	ENSGALG00000010927.5	MEPE	OC-116	protein_coding	4
ENSGALG00000009870	ENSGALG00000009870.6	IL15	interleukin-15	protein_coding	4
ENSGALG00000054718	ENSGALG00000054718.1	FLNA	filamin-A	protein_coding	27
ENSGALG00000012112	ENSGALG00000012112.6	DBI	ACBP	protein_coding	7
ENSGALG00000015147	ENSGALG00000015147.7	ALDH1A1	GGADHR	protein_coding	Z
ENSGALG00000040573	ENSGALG00000040573.2	FMO3	FMO6	protein_coding	8
ENSGALG00000009677	ENSGALG00000009677.6	SSB	UBP	protein_coding	7
ENSGALG00000005139	ENSGALG00000005139.6	CLTC	CHC	protein_coding	19
ENSGALG00000009845	ENSGALG00000009845.4	GJD2	Cx35.1	protein_coding	5
ENSGALG00000036214	ENSGALG00000036214.3	PARK7	DJ-1	protein_coding	21
ENSGALG00000014873	ENSGALG00000014873.3	GJA1	connexin-43	protein_coding	3
ENSGALG00000014873	ENSGALG00000014873.3	GJA1	CX43	protein_coding	3
ENSGALG00000030985	ENSGALG00000030985.2	MYH7B	myosin	protein_coding	20
ENSGALG00000030985	ENSGALG00000030985.2	MYH7B	myosin-7B	protein_coding	20
ENSGALG00000030985	ENSGALG00000030985.2	MYH7B	SM2	protein_coding	20
ENSGALG00000030985	ENSGALG00000030985.2	MYH7B	SSMHC	protein_coding	20
ENSGALG00000008491	ENSGALG00000008491.6	BIRC8	BIRC4	protein_coding	4
ENSGALG00000008491	ENSGALG00000008491.6	BIRC8	IAP3	protein_coding	4
ENSGALG00000008491	ENSGALG00000008491.6	BIRC8	XIAP	protein_coding	4
ENSGALG00000007240	ENSGALG00000007240.5	TRAIL-LIKE	TRAIL	protein_coding	4
ENSGALG00000008355	ENSGALG00000008355.5	CASP8	caspase-8	protein_coding	7
ENSGALG00000016287	ENSGALG00000016287.5	NR0B1	DAX1	protein_coding	1
ENSGALG00000002093	ENSGALG00000002093.7	NR2E3	PNR	pseudogene	10
ENSGALG00000026989	ENSGALG00000026989.4	HOXA7	HOXA-7	protein_coding	2
ENSGALG00000033196	ENSGALG00000033196.2	EIF2S2	EIF2B	protein_coding	20
ENSGALG00000002085	ENSGALG00000002085.7	FZR1	CDH1-A	protein_coding	28
ENSGALG00000002085	ENSGALG00000002085.7	FZR1	CDH1-B	protein_coding	28
ENSGALG00000002085	ENSGALG00000002085.7	FZR1	CDH1-D	protein_coding	28
ENSGALG00000035421	ENSGALG00000035421.3	SNRPN	SNRB'	protein_coding	20
ENSGALG00000035421	ENSGALG00000035421.3	SNRPN	SNRPB	protein_coding	20
ENSGALG00000035421	ENSGALG00000035421.3	SNRPN	SNRPB'	protein_coding	20
ENSGALG00000035421	ENSGALG00000035421.3	SNRPN	SNRPL	protein_coding	20
ENSGALG00000016805	ENSGALG00000016805.6	SULT1C3	SULT1C	protein_coding	1
ENSGALG00000004418	ENSGALG00000004418.7	SSTR2	SS2R	protein_coding	18
ENSGALG00000008332	ENSGALG00000008332.6	F2	prothrombin	protein_coding	5
ENSGALG00000022622	ENSGALG00000022622.4	HOXA4	chox-1.4	protein_coding	2
ENSGALG00000022622	ENSGALG00000022622.4	HOXA4	HOX1.4	protein_coding	2
ENSGALG00000002503	ENSGALG00000002503.6	SFTPA2	SFTPA	protein_coding	6
ENSGALG00000002503	ENSGALG00000002503.6	SFTPA2	SP-A	protein_coding	6
ENSGALG00000003136	ENSGALG00000003136.6	IKZF2	HELIOS	protein_coding	7
ENSGALG00000003136	ENSGALG00000003136.6	IKZF2	ZNFN1A2	protein_coding	7
ENSGALG00000007874	ENSGALG00000007874.5	IL18	ChIL-18	protein_coding	24
ENSGALG00000007874	ENSGALG00000007874.5	IL18	IL-18	protein_coding	24
ENSGALG00000007874	ENSGALG00000007874.5	IL18	interleukin-18	protein_coding	24
ENSGALG00000016142	ENSGALG00000016142.7	MX1	GTPase	protein_coding	1
ENSGALG00000016142	ENSGALG00000016142.7	MX1	MX	protein_coding	1
ENSGALG00000037076	ENSGALG00000037076.2	GART	AIRS	protein_coding	1
ENSGALG00000037076	ENSGALG00000037076.2	GART	GARS	protein_coding	1
ENSGALG00000037076	ENSGALG00000037076.2	GART	GART-A	protein_coding	1
ENSGALG00000014788	ENSGALG00000014788.5	CENPH	CENP-H	protein_coding	Z
ENSGALG00000017197	ENSGALG00000017197.6	CNTN5	contactin-5	protein_coding	1
ENSGALG00000017197	ENSGALG00000017197.6	CNTN5	FAR-2	protein_coding	1
ENSGALG00000007657	ENSGALG00000007657.4	CDX4	CDXB	protein_coding	4
ENSGALG00000007657	ENSGALG00000007657.4	CDX4	CHOX-CAD2	protein_coding	4
ENSGALG00000007657	ENSGALG00000007657.4	CDX4	ox-cad2	protein_coding	4
ENSGALG00000037632	ENSGALG00000037632.3	NKX2-1	NKX2.1	protein_coding	5
ENSGALG00000037632	ENSGALG00000037632.3	NKX2-1	TITF1	protein_coding	5
ENSGALG00000013907	ENSGALG00000013907.6	KDR	FLK1	protein_coding	4
ENSGALG00000013907	ENSGALG00000013907.6	KDR	VEGFR2	protein_coding	4
ENSGALG00000040021	ENSGALG00000040021.2	HOXA11	chox-1.9	protein_coding	2
ENSGALG00000040021	ENSGALG00000040021.2	HOXA11	ghox-1I	protein_coding	2
ENSGALG00000040021	ENSGALG00000040021.2	HOXA11	GHOX1I	protein_coding	2
ENSGALG00000039629	ENSGALG00000039629.2	HOXD11	GHOX4.6	protein_coding	7
ENSGALG00000005259	ENSGALG00000005259.6	VIPR1	CVIPR	protein_coding	2
ENSGALG00000001538	ENSGALG00000001538.6	ST7L	HELG	protein_coding	26
ENSGALG00000001538	ENSGALG00000001538.6	ST7L	ST7	protein_coding	26
ENSGALG00000002911	ENSGALG00000002911.6	MOXD1	DBHR	protein_coding	3
ENSGALG00000041662	ENSGALG00000041662.3	OPN4-1	cOPN4-1L	protein_coding	4
ENSGALG00000041662	ENSGALG00000041662.3	OPN4-1	cOPN4-1S	protein_coding	4
ENSGALG00000041662	ENSGALG00000041662.3	OPN4-1	OPN4-1S	protein_coding	4
ENSGALG00000041662	ENSGALG00000041662.3	OPN4-1	OPN4x	protein_coding	4
ENSGALG00000002260	ENSGALG00000002260.5	CISH	CIS	protein_coding	12
ENSGALG00000008631	ENSGALG00000008631.6	AXL	REK	protein_coding	5
ENSGALG00000008631	ENSGALG00000008631.6	AXL	TYRO3	protein_coding	5
ENSGALG00000013072	ENSGALG00000013072.5	AKR1B10	AKR	protein_coding	1
ENSGALG00000013072	ENSGALG00000013072.5	AKR1B10	AKR1B10L2	protein_coding	1
ENSGALG00000007779	ENSGALG00000007779.7	ADCY9	AC9	protein_coding	14
ENSGALG00000031244	ENSGALG00000031244.3	ADCY6	AC5	protein_coding	7
ENSGALG00000031244	ENSGALG00000031244.3	ADCY6	ADCY5	protein_coding	7
ENSGALG00000006527	ENSGALG00000006527.5	CRTAM	CD355	protein_coding	24
ENSGALG00000006527	ENSGALG00000006527.5	CRTAM	cTADS	protein_coding	24
ENSGALG00000006527	ENSGALG00000006527.5	CRTAM	TAD	protein_coding	24
ENSGALG00000014916	ENSGALG00000014916.6	SPIN1Z	CHSPIN-Z	protein_coding	Z
ENSGALG00000014916	ENSGALG00000014916.6	SPIN1Z	SPIN	protein_coding	Z
ENSGALG00000014916	ENSGALG00000014916.6	SPIN1Z	SPIN1	protein_coding	Z
ENSGALG00000014916	ENSGALG00000014916.6	SPIN1Z	SPIN3	protein_coding	Z
ENSGALG00000014916	ENSGALG00000014916.6	SPIN1Z	SPINZ	protein_coding	Z
ENSGALG00000004141	ENSGALG00000004141.5	LBFABP	FABP10	protein_coding	23
ENSGALG00000004141	ENSGALG00000004141.5	LBFABP	L-BABP	protein_coding	23
ENSGALG00000004141	ENSGALG00000004141.5	LBFABP	LB-FABP	protein_coding	23
ENSGALG00000005408	ENSGALG00000005408.6	BCO1	BCDO	protein_coding	11
ENSGALG00000005408	ENSGALG00000005408.6	BCO1	BCMO1	protein_coding	11
ENSGALG00000040976	ENSGALG00000040976.3	ACTR6	GARPX	protein_coding	1
ENSGALG00000014970	ENSGALG00000014970.7	FSTL1	FLIK	protein_coding	1
ENSGALG00000035594	ENSGALG00000035594.2	MYH7	AMHC1	protein_coding	19
ENSGALG00000035594	ENSGALG00000035594.2	MYH7	myosin	protein_coding	19
ENSGALG00000035594	ENSGALG00000035594.2	MYH7	myosin-7	protein_coding	19
ENSGALG00000012466	ENSGALG00000012466.6	FKBP3	FKBP25	protein_coding	5
ENSGALG00000003695	ENSGALG00000003695.6	MINPP1	HIPER1	protein_coding	6
ENSGALG00000009690	ENSGALG00000009690.7	CENPF	CMF1	protein_coding	3
ENSGALG00000034860	ENSGALG00000034860.2	BCHE	cholinesterase	protein_coding	9
ENSGALG00000041404	ENSGALG00000041404.2	SALL3	SAL2	protein_coding	2
ENSGALG00000016670	ENSGALG00000016670.6	AvBD3	DEFB1	protein_coding	3
ENSGALG00000016670	ENSGALG00000016670.6	AvBD3	GAL 3	protein_coding	3
ENSGALG00000016670	ENSGALG00000016670.6	AvBD3	gal-3	protein_coding	3
ENSGALG00000016670	ENSGALG00000016670.6	AvBD3	GAL3	protein_coding	3
ENSGALG00000046217	ENSGALG00000046217.2	PIT54	PIT 54	protein_coding	31
ENSGALG00000005200	ENSGALG00000005200.7	ADRM1	ARM-1	protein_coding	20
ENSGALG00000028039	ENSGALG00000028039.3	AVR2	avr6	protein_coding	Z
ENSGALG00000021020	ENSGALG00000021020.4	CGNRH-R	CGNRHRL	protein_coding	10
ENSGALG00000021020	ENSGALG00000021020.4	CGNRH-R	GNRHR	protein_coding	10
ENSGALG00000002606	ENSGALG00000002606.6	CLSTN1	CALSYNTENIN-1	protein_coding	21
ENSGALG00000003475	ENSGALG00000003475.7	ACLY	ACL	protein_coding	27
ENSGALG00000042469	ENSGALG00000042469.3	PRKDC	DNA-PKCS	protein_coding	2
ENSGALG00000042469	ENSGALG00000042469.3	PRKDC	dnapkcs	protein_coding	2
ENSGALG00000010337	ENSGALG00000010337.4	GPR149	R35	protein_coding	9
ENSGALG00000002728	ENSGALG00000002728.4	SLC16A3	MCT4	protein_coding	18
ENSGALG00000001175	ENSGALG00000001175.6	C4BPA	Cremp	protein_coding	26
ENSGALG00000007015	ENSGALG00000007015.5	CD40	TNFSF5	protein_coding	20
ENSGALG00000052760	ENSGALG00000052760.1	ATOH7	ATH5	protein_coding	6
ENSGALG00000033365	ENSGALG00000033365.3	ALDH1A3	ALDH6	protein_coding	10
ENSGALG00000002015	ENSGALG00000002015.6	SNCG	SNCG1	protein_coding	6
ENSGALG00000028376	ENSGALG00000028376.3	FGF19	FGF-19	protein_coding	5
ENSGALG00000042657	ENSGALG00000042657.2	WNT3A	WNT-3A	protein_coding	2
ENSGALG00000005679	ENSGALG00000005679.5	CDX1	CDX-A	protein_coding	13
ENSGALG00000005679	ENSGALG00000005679.5	CDX1	CDXA	protein_coding	13
ENSGALG00000005679	ENSGALG00000005679.5	CDX1	CHox-cad	protein_coding	13
ENSGALG00000005679	ENSGALG00000005679.5	CDX1	CHOX-CAD1	protein_coding	13
ENSGALG00000006531	ENSGALG00000006531.6	TRA2B	SFRS10	protein_coding	9
ENSGALG00000004274	ENSGALG00000004274.5	TWIST2	CDERMO-1	protein_coding	7
ENSGALG00000033966	ENSGALG00000033966.2	TENM4	ODZ4	protein_coding	1
ENSGALG00000033966	ENSGALG00000033966.2	TENM4	TEN4	protein_coding	1
ENSGALG00000025907	ENSGALG00000025907.3	ZBTB7A	LRF	protein_coding	28
ENSGALG00000025907	ENSGALG00000025907.3	ZBTB7A	ZBTB7	protein_coding	28
ENSGALG00000000225	ENSGALG00000000225.6	MGAT4C	GNT-VI	protein_coding	26
ENSGALG00000041988	ENSGALG00000041988.3	SIK1	SIK2	protein_coding	1
ENSGALG00000041988	ENSGALG00000041988.3	SIK1	SNF1LK	protein_coding	1
ENSGALG00000016469	ENSGALG00000016469.4	MSGN1	mesogenin-1	protein_coding	3
ENSGALG00000016469	ENSGALG00000016469.4	MSGN1	MESPO	protein_coding	3
ENSGALG00000001442	ENSGALG00000001442.7	OPCML	OBCAM	protein_coding	24
ENSGALG00000035998	ENSGALG00000035998.3	HINTW	ASW	protein_coding	W
ENSGALG00000035998	ENSGALG00000035998.3	HINTW	HIM	protein_coding	W
ENSGALG00000035998	ENSGALG00000035998.3	HINTW	PKCIW	protein_coding	W
ENSGALG00000035998	ENSGALG00000035998.3	HINTW	Wpkci	protein_coding	W
ENSGALG00000035998	ENSGALG00000035998.3	HINTW	Wpkci-7	protein_coding	W
ENSGALG00000035998	ENSGALG00000035998.3	HINTW	WPKCI-8	protein_coding	W
ENSGALG00000048320	ENSGALG00000048320.1	HINT2	CHPKCI	protein_coding	Z
ENSGALG00000048320	ENSGALG00000048320.1	HINT2	HINT1	protein_coding	Z
ENSGALG00000048320	ENSGALG00000048320.1	HINT2	HINT1Z	protein_coding	Z
ENSGALG00000048320	ENSGALG00000048320.1	HINT2	HINTZ	protein_coding	Z
ENSGALG00000048320	ENSGALG00000048320.1	HINT2	PKCIZ	protein_coding	Z
ENSGALG00000036360	ENSGALG00000036360.2	TRPV4	VR-OAC	pseudogene	15
ENSGALG00000017046	ENSGALG00000017046.6	POSTN	OSF-2	protein_coding	1
ENSGALG00000014872	ENSGALG00000014872.3	FGF10	FGF	protein_coding	Z
ENSGALG00000016774	ENSGALG00000016774.6	NPAS2	MOP4	protein_coding	1
ENSGALG00000003349	ENSGALG00000003349.5	PLEKHA2	TAPP2	protein_coding	22
ENSGALG00000012623	ENSGALG00000012623.5	CFC1	CFC1B	protein_coding	Z
ENSGALG00000002113	ENSGALG00000002113.6	LCP2	SLP76	protein_coding	13
ENSGALG00000042095	ENSGALG00000042095.2	NR1I3	CXR	pseudogene	25
ENSGALG00000008298	ENSGALG00000008298.5	LRRC17	P37NB	protein_coding	1
ENSGALG00000039238	ENSGALG00000039238.3	SALL1	SAL1	protein_coding	11
ENSGALG00000039238	ENSGALG00000039238.3	SALL1	Spalt	protein_coding	11
ENSGALG00000001437	ENSGALG00000001437.6	NTM	CEPU	protein_coding	24
ENSGALG00000001437	ENSGALG00000001437.6	NTM	CEPU-SE	protein_coding	24
ENSGALG00000001437	ENSGALG00000001437.6	NTM	HNT	protein_coding	24
ENSGALG00000006346	ENSGALG00000006346.5	CXCL14	JSC	protein_coding	13
ENSGALG00000002203	ENSGALG00000002203.6	FGF18	FGF-18	protein_coding	13
ENSGALG00000029220	ENSGALG00000029220.3	PCSK7	PC7	protein_coding	24
ENSGALG00000031343	ENSGALG00000031343.2	ECE1	ECE-1	protein_coding	21
ENSGALG00000000678	ENSGALG00000000678.5	CITED4	cCITED3	protein_coding	23
ENSGALG00000000678	ENSGALG00000000678.5	CITED4	CITED3	protein_coding	23
ENSGALG00000032184	ENSGALG00000032184.2	CSPG5	CALEB	protein_coding	2
ENSGALG00000034478	ENSGALG00000034478.2	CCL4	K203	protein_coding	19
ENSGALG00000009378	ENSGALG00000009378.2	PDGFC	SCDGF	protein_coding	4
ENSGALG00000036069	ENSGALG00000036069.2	TCIRG1	A3	protein_coding	5
ENSGALG00000003194	ENSGALG00000003194.4	ATP6V0A2	A2	protein_coding	15
ENSGALG00000003256	ENSGALG00000003256.7	ATP6V0A1	A1	protein_coding	27
ENSGALG00000010158	ENSGALG00000010158.6	KANK1	ANKRD15	protein_coding	Z
ENSGALG00000010638	ENSGALG00000010638.6	CASP3	caspase-3	protein_coding	4
ENSGALG00000012186	ENSGALG00000012186.6	CASP6	caspase-6	protein_coding	4
ENSGALG00000002588	ENSGALG00000002588.4	PPARD	PPARBETA	protein_coding	26
ENSGALG00000016724	ENSGALG00000016724.6	RGN	GNL	protein_coding	1
ENSGALG00000008732	ENSGALG00000008732.2	CTAGE1	OTOR	protein_coding	3
ENSGALG00000006415	ENSGALG00000006415.6	CD40LG	CD154	protein_coding	4
ENSGALG00000012291	ENSGALG00000012291.6	POLR2F	RPB6	protein_coding	1
ENSGALG00000015898	ENSGALG00000015898.6	MYO6	CMY6	protein_coding	3
ENSGALG00000015898	ENSGALG00000015898.6	MYO6	myosin-VI	protein_coding	3
ENSGALG00000012119	ENSGALG00000012119.6	MARCO	COL22A1	protein_coding	7
ENSGALG00000028290	ENSGALG00000028290.4	C1H21ORF91	C21orf91	protein_coding	1
ENSGALG00000042822	ENSGALG00000042822.2	TAX1BP1	MDP62	protein_coding	2
ENSGALG00000041640	ENSGALG00000041640.3	TWIST1	cTwist	protein_coding	2
ENSGALG00000041640	ENSGALG00000041640.3	TWIST1	twist	protein_coding	2
ENSGALG00000036484	ENSGALG00000036484.2	NCAN	CSPG3	protein_coding	28
ENSGALG00000033663	ENSGALG00000033663.2	ATP6V1B2	ATP6V1B	protein_coding	22
ENSGALG00000033663	ENSGALG00000033663.2	ATP6V1B2	VATB	protein_coding	22
ENSGALG00000012852	ENSGALG00000012852.5	MKRN4P	MKRN1	protein_coding	1
ENSGALG00000043219	ENSGALG00000043219.2	HOXB3	2.7	protein_coding	27
ENSGALG00000043219	ENSGALG00000043219.2	HOXB3	CHOX	protein_coding	27
ENSGALG00000043219	ENSGALG00000043219.2	HOXB3	HOXB-3	protein_coding	27
ENSGALG00000033091	ENSGALG00000033091.3	RUNX1T1	CBFA2T1	protein_coding	2
ENSGALG00000033091	ENSGALG00000033091.3	RUNX1T1	MTG8	protein_coding	2
ENSGALG00000023435	ENSGALG00000023435.3	GATM	AT	protein_coding	10
ENSGALG00000003429	ENSGALG00000003429.6	PBX1	PBX1A	protein_coding	8
ENSGALG00000008883	ENSGALG00000008883.7	TCF7L2	TCF4	protein_coding	6
ENSGALG00000013929	ENSGALG00000013929.7	PDGFRA	PDGFR	protein_coding	4
ENSGALG00000013929	ENSGALG00000013929.7	PDGFRA	PDGFR-A	protein_coding	4
ENSGALG00000031457	ENSGALG00000031457.2	TDG	5-MCDG	protein_coding	1
ENSGALG00000003699	ENSGALG00000003699.6	EBF1	EBF	protein_coding	13
ENSGALG00000016764	ENSGALG00000016764.6	EIF5B	CIF2	protein_coding	1
ENSGALG00000013822	ENSGALG00000013822.5	TXLNB	MDP77	protein_coding	3
ENSGALG00000013981	ENSGALG00000013981.6	TBPL1	TLP	protein_coding	3
ENSGALG00000006077	ENSGALG00000006077.7	C5H11orf58	C11orf58	protein_coding	5
ENSGALG00000006077	ENSGALG00000006077.7	C5H11orf58	SMAP	protein_coding	5
ENSGALG00000034567	ENSGALG00000034567.2	POU4F3	BRN-3	protein_coding	4
ENSGALG00000034567	ENSGALG00000034567.2	POU4F3	BRN-3BRN3	protein_coding	4
ENSGALG00000034567	ENSGALG00000034567.2	POU4F3	BRN3	protein_coding	4
ENSGALG00000037352	ENSGALG00000037352.2	SOX14	CH60	protein_coding	9
ENSGALG00000015775	ENSGALG00000015775.6	UBE2J1	NCUBE1	protein_coding	3
ENSGALG00000009256	ENSGALG00000009256.7	LEFTY1	LEFTY2	protein_coding	3
ENSGALG00000001191	ENSGALG00000001191.5	MEOX1	GGMOXR1	protein_coding	27
ENSGALG00000015358	ENSGALG00000015358.7	MYH15	MYH6	protein_coding	1
ENSGALG00000015358	ENSGALG00000015358.7	MYH15	myosin	protein_coding	1
ENSGALG00000015358	ENSGALG00000015358.7	MYH15	P-MHC	protein_coding	1
ENSGALG00000015358	ENSGALG00000015358.7	MYH15	VMHC1	protein_coding	1
ENSGALG00000002515	ENSGALG00000002515.7	OLFM1	NOELIN-1	protein_coding	17
ENSGALG00000002515	ENSGALG00000002515.7	OLFM1	olfactomedin-1	protein_coding	17
ENSGALG00000033517	ENSGALG00000033517.2	VSX2	CHX10	protein_coding	5
ENSGALG00000037576	ENSGALG00000037576.2	VSX1	CHX10-1	protein_coding	3
ENSGALG00000030889	ENSGALG00000030889.2	FOXA2	HNF-3BETA	protein_coding	3
ENSGALG00000014342	ENSGALG00000014342.7	TEAD4	RTEF-1	protein_coding	1
ENSGALG00000014342	ENSGALG00000014342.7	TEAD4	TEAD-4	protein_coding	1
ENSGALG00000014342	ENSGALG00000014342.7	TEAD4	TEF-1	protein_coding	1
ENSGALG00000014342	ENSGALG00000014342.7	TEAD4	TEF-3	protein_coding	1
ENSGALG00000017050	ENSGALG00000017050.6	SMAD9	SMAD8	protein_coding	1
ENSGALG00000002763	ENSGALG00000002763.6	FRZB	Frzb-1	protein_coding	7
ENSGALG00000009241	ENSGALG00000009241.5	SFRP2	SFRP-2	protein_coding	4
ENSGALG00000030247	ENSGALG00000030247.3	TMOD4	SK-TMOD	protein_coding	25
ENSGALG00000030247	ENSGALG00000030247.3	TMOD4	tropomodulin-4	protein_coding	25
ENSGALG00000041621	ENSGALG00000041621.2	LY6E	SCA-2	protein_coding	2
ENSGALG00000041621	ENSGALG00000041621.2	LY6E	SCA2	protein_coding	2
ENSGALG00000032717	ENSGALG00000032717.2	CCL4	MIP-1beta	protein_coding	19
ENSGALG00000032717	ENSGALG00000032717.2	CCL4	SCYA4	protein_coding	19
